Area Code (Location),Area Code,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Date,Inventory,Margin,Market Size,Market,Marketing,Number of Records,Product Type,ProductId (Product),Product Id,Product,Profit,Sales,State,Total Expenses,Type
716,716,190,-40,-110,150,260,01-07-2010 00:00:00,3076,-62,Major Market,East,80,1,Herbal Tea,10,10,Mint,-164,198,New York,102,Decaf
585,585,250,280,190,530,266,01-07-2010 00:00:00,1355,280,Major Market,East,74,1,Espresso,7,7,Regular Espresso,182,546,New York,98,Regular
347,347,150,-80,-240,70,162,01-07-2010 00:00:00,2321,-85,Major Market,East,147,1,Espresso,5,5,Caffe Mocha,-266,77,New York,181,Regular
845,845,340,520,370,860,364,01-07-2010 00:00:00,2654,548,Major Market,East,127,1,Coffee,2,2,Columbian,370,912,New York,178,Regular
318,318,70,110,90,180,59,01-07-2010 00:00:00,870,85,Small Market,South,16,1,Coffee,3,3,Decaf Irish Cream,58,144,Louisiana,27,Decaf
318,318,50,70,50,120,40,01-07-2010 00:00:00,843,59,Small Market,South,11,1,Coffee,2,2,Columbian,36,99,Louisiana,23,Regular
318,318,40,60,40,100,46,01-07-2010 00:00:00,587,60,Small Market,South,15,1,Herbal Tea,8,8,Chamomile,32,106,Louisiana,28,Decaf
318,318,70,90,40,160,76,01-07-2010 00:00:00,613,93,Small Market,South,28,1,Herbal Tea,9,9,Lemon,31,169,Louisiana,62,Decaf
985,985,40,50,0,90,47,01-07-2010 00:00:00,-395,66,Small Market,South,42,1,Espresso,4,4,Caffe Latte,-6,113,Louisiana,72,Regular
225,225,30,50,30,80,39,01-07-2010 00:00:00,380,65,Small Market,South,12,1,Espresso,5,5,Caffe Mocha,30,104,Louisiana,35,Regular
225,225,30,40,20,70,36,01-07-2010 00:00:00,462,54,Small Market,South,11,1,Espresso,6,6,Decaf Espresso,21,90,Louisiana,33,Decaf
505,505,150,60,10,210,120,01-07-2010 00:00:00,1334,49,Small Market,South,37,1,Coffee,3,3,Decaf Irish Cream,-11,169,New Mexico,60,Decaf
505,505,80,120,70,200,64,01-07-2010 00:00:00,467,96,Small Market,South,21,1,Coffee,2,2,Columbian,44,160,New Mexico,52,Regular
505,505,20,30,20,50,25,01-07-2010 00:00:00,854,36,Small Market,South,7,1,Herbal Tea,8,8,Chamomile,17,61,New Mexico,19,Decaf
505,505,30,40,20,70,34,01-07-2010 00:00:00,1010,41,Small Market,South,10,1,Herbal Tea,9,9,Lemon,10,75,New Mexico,31,Decaf
505,505,30,40,10,70,40,01-07-2010 00:00:00,-258,49,Small Market,South,15,1,Espresso,4,4,Caffe Latte,1,89,New Mexico,48,Regular
505,505,50,70,0,120,59,01-07-2010 00:00:00,338,82,Small Market,South,53,1,Espresso,5,5,Caffe Mocha,-1,141,New Mexico,83,Regular
505,505,30,50,20,80,44,01-07-2010 00:00:00,258,59,Small Market,South,14,1,Espresso,6,6,Decaf Espresso,18,103,New Mexico,41,Decaf
405,405,20,50,40,70,23,01-07-2010 00:00:00,868,34,Small Market,South,6,1,Coffee,3,3,Decaf Irish Cream,16,57,Oklahoma,18,Decaf
580,580,50,60,40,110,41,01-07-2010 00:00:00,592,53,Small Market,South,13,1,Coffee,2,2,Columbian,28,94,Oklahoma,25,Regular
405,405,110,180,60,290,124,01-07-2010 00:00:00,717,173,Small Market,South,112,1,Herbal Tea,9,9,Lemon,32,297,Oklahoma,141,Decaf
405,405,50,80,30,130,59,01-07-2010 00:00:00,403,74,Small Market,South,22,1,Herbal Tea,8,8,Chamomile,19,133,Oklahoma,55,Decaf
580,580,120,160,110,280,141,01-07-2010 00:00:00,-942,195,Small Market,South,43,1,Espresso,4,4,Caffe Latte,128,336,Oklahoma,67,Regular
918,918,10,20,20,30,18,01-07-2010 00:00:00,486,26,Small Market,South,5,1,Espresso,5,5,Caffe Mocha,9,44,Oklahoma,17,Regular
580,580,90,150,100,240,114,01-07-2010 00:00:00,822,172,Small Market,South,37,1,Espresso,6,6,Decaf Espresso,103,286,Oklahoma,69,Decaf
325,325,100,140,110,240,87,01-07-2010 00:00:00,564,112,Major Market,South,28,1,Coffee,3,3,Decaf Irish Cream,71,199,Texas,41,Decaf
430,430,320,380,290,700,260,01-07-2010 00:00:00,1319,307,Major Market,South,80,1,Coffee,2,2,Columbian,206,567,Texas,101,Regular
281,281,30,50,30,80,34,01-07-2010 00:00:00,432,51,Major Market,South,10,1,Herbal Tea,9,9,Lemon,19,85,Texas,32,Decaf
903,903,40,60,30,100,47,01-07-2010 00:00:00,420,63,Major Market,South,15,1,Herbal Tea,8,8,Chamomile,20,110,Texas,43,Decaf
281,281,40,70,40,110,52,01-07-2010 00:00:00,-456,79,Major Market,South,17,1,Espresso,4,4,Caffe Latte,30,131,Texas,49,Regular
210,210,80,140,120,220,104,01-07-2010 00:00:00,952,152,Major Market,South,29,1,Espresso,5,5,Caffe Mocha,112,256,Texas,40,Regular
832,832,80,110,90,190,94,01-07-2010 00:00:00,608,136,Major Market,South,26,1,Espresso,6,6,Decaf Espresso,98,230,Texas,38,Decaf
435,435,70,90,60,160,60,01-07-2010 00:00:00,1070,72,Small Market,West,18,1,Coffee,1,1,Amaretto,32,132,Utah,40,Regular
801,801,50,70,40,120,43,01-07-2010 00:00:00,388,57,Small Market,West,14,1,Coffee,2,2,Columbian,16,100,Utah,41,Regular
435,435,50,80,60,130,61,01-07-2010 00:00:00,329,90,Small Market,West,19,1,Herbal Tea,8,8,Chamomile,48,151,Utah,42,Decaf
435,435,50,90,60,140,64,01-07-2010 00:00:00,467,96,Small Market,West,21,1,Herbal Tea,9,9,Lemon,44,160,Utah,52,Decaf
801,801,100,40,-10,140,120,01-07-2010 00:00:00,1334,49,Small Market,West,37,1,Herbal Tea,10,10,Mint,-12,169,Utah,61,Decaf
435,435,30,60,10,90,59,01-07-2010 00:00:00,338,82,Small Market,West,53,1,Tea,11,11,Darjeeling,0,141,Utah,82,Regular
435,435,20,50,30,70,44,01-07-2010 00:00:00,258,59,Small Market,West,14,1,Tea,12,12,Earl Grey,17,103,Utah,42,Regular
435,435,20,40,20,60,40,01-07-2010 00:00:00,219,49,Small Market,West,15,1,Tea,13,13,Green Tea,1,89,Utah,48,Regular
435,435,90,120,70,210,76,01-07-2010 00:00:00,613,93,Small Market,West,28,1,Coffee,3,3,Decaf Irish Cream,31,169,Utah,62,Decaf
801,801,30,60,50,90,39,01-07-2010 00:00:00,845,57,Small Market,West,10,1,Espresso,4,4,Caffe Latte,36,96,Utah,21,Regular
801,801,40,60,40,100,46,01-07-2010 00:00:00,587,60,Small Market,West,15,1,Espresso,5,5,Caffe Mocha,32,106,Utah,28,Regular
801,801,30,50,40,80,35,01-07-2010 00:00:00,894,52,Small Market,West,9,1,Espresso,6,6,Decaf Espresso,31,87,Utah,21,Decaf
209,209,190,-90,-150,100,154,01-07-2010 00:00:00,1832,-67,Major Market,West,49,1,Coffee,1,1,Amaretto,-138,87,California,71,Regular
707,707,450,690,530,1140,364,01-07-2010 00:00:00,2654,548,Major Market,West,127,1,Coffee,2,2,Columbian,370,912,California,178,Regular
805,805,100,170,150,270,127,01-07-2010 00:00:00,1007,185,Major Market,West,35,1,Herbal Tea,8,8,Chamomile,139,312,California,46,Decaf
650,650,220,270,200,490,260,01-07-2010 00:00:00,1319,307,Major Market,West,80,1,Herbal Tea,9,9,Lemon,205,567,California,102,Decaf
831,831,70,100,70,170,87,01-07-2010 00:00:00,564,112,Major Market,West,28,1,Herbal Tea,10,10,Mint,72,199,California,40,Decaf
562,562,60,110,100,170,104,01-07-2010 00:00:00,952,152,Major Market,West,29,1,Tea,11,11,Darjeeling,112,256,California,40,Regular
831,831,60,90,80,150,94,01-07-2010 00:00:00,608,136,Major Market,West,26,1,Tea,12,12,Earl Grey,98,230,California,38,Regular
415,415,30,50,20,80,52,01-07-2010 00:00:00,668,79,Major Market,West,17,1,Tea,13,13,Green Tea,30,131,California,49,Regular
707,707,290,-40,-150,250,238,01-07-2010 00:00:00,2797,-36,Major Market,West,78,1,Coffee,3,3,Decaf Irish Cream,-157,202,California,121,Decaf
818,818,250,260,170,510,266,01-07-2010 00:00:00,1819,266,Major Market,West,74,1,Espresso,4,4,Caffe Latte,167,532,California,99,Regular
562,562,150,220,60,370,162,01-07-2010 00:00:00,943,225,Major Market,West,147,1,Espresso,5,5,Caffe Mocha,45,387,California,180,Regular
650,650,270,380,260,650,291,01-07-2010 00:00:00,1742,387,Major Market,West,96,1,Espresso,6,6,Decaf Espresso,259,678,California,128,Decaf
775,775,40,60,20,100,36,01-07-2010 00:00:00,252,46,Small Market,West,13,1,Coffee,2,2,Columbian,-1,82,Nevada,47,Regular
775,775,130,210,70,340,162,01-07-2010 00:00:00,943,225,Small Market,West,147,1,Herbal Tea,8,8,Chamomile,45,387,Nevada,180,Decaf
775,775,200,290,200,490,238,01-07-2010 00:00:00,1190,329,Small Market,West,78,1,Herbal Tea,9,9,Lemon,208,567,Nevada,121,Decaf
775,775,130,200,150,330,154,01-07-2010 00:00:00,833,222,Small Market,West,49,1,Herbal Tea,10,10,Mint,150,376,Nevada,72,Decaf
702,702,190,270,190,460,291,01-07-2010 00:00:00,1742,387,Small Market,West,96,1,Tea,11,11,Darjeeling,258,678,Nevada,129,Regular
775,775,170,190,130,360,266,01-07-2010 00:00:00,1819,266,Small Market,West,74,1,Tea,12,12,Earl Grey,168,532,Nevada,98,Regular
702,702,170,-170,-250,0,270,01-07-2010 00:00:00,5230,-270,Small Market,West,102,1,Tea,13,13,Green Tea,-378,27,Nevada,135,Regular
775,775,40,50,30,90,34,01-07-2010 00:00:00,1010,41,Small Market,West,10,1,Coffee,3,3,Decaf Irish Cream,9,75,Nevada,32,Decaf
702,702,0,40,30,40,0,01-07-2010 00:00:00,559,43,Small Market,West,0,1,Espresso,4,4,Caffe Latte,32,43,Nevada,11,Regular
775,775,20,30,20,50,25,01-07-2010 00:00:00,854,36,Small Market,West,7,1,Espresso,5,5,Caffe Mocha,17,61,Nevada,19,Regular
702,702,10,30,20,40,20,01-07-2010 00:00:00,808,29,Small Market,West,5,1,Espresso,6,6,Decaf Espresso,12,49,Nevada,17,Decaf
971,971,40,70,20,110,39,01-07-2010 00:00:00,517,56,Small Market,West,36,1,Coffee,1,1,Amaretto,-10,95,Oregon,66,Regular
971,971,40,70,20,110,39,01-07-2010 00:00:00,478,55,Small Market,West,12,1,Coffee,2,2,Columbian,0,94,Oregon,55,Regular
503,503,20,40,40,60,30,01-07-2010 00:00:00,829,44,Small Market,West,8,1,Herbal Tea,8,8,Chamomile,24,74,Oregon,20,Decaf
503,503,30,50,30,80,41,01-07-2010 00:00:00,592,53,Small Market,West,13,1,Herbal Tea,9,9,Lemon,27,94,Oregon,26,Decaf
541,541,10,10,10,20,18,01-07-2010 00:00:00,486,26,Small Market,West,5,1,Tea,11,11,Darjeeling,9,44,Oregon,17,Regular
503,503,70,120,80,190,114,01-07-2010 00:00:00,822,172,Small Market,West,37,1,Tea,12,12,Earl Grey,104,286,Oregon,68,Regular
503,503,90,130,90,220,141,01-07-2010 00:00:00,692,195,Small Market,West,43,1,Tea,13,13,Green Tea,129,336,Oregon,66,Regular
503,503,40,60,40,100,34,01-07-2010 00:00:00,432,51,Small Market,West,10,1,Coffee,3,3,Decaf Irish Cream,18,85,Oregon,33,Decaf
971,971,40,70,30,110,51,01-07-2010 00:00:00,419,64,Small Market,West,19,1,Espresso,4,4,Caffe Latte,12,115,Oregon,52,Regular
503,503,40,60,30,100,47,01-07-2010 00:00:00,420,63,Small Market,West,15,1,Espresso,5,5,Caffe Mocha,20,110,Oregon,43,Regular
541,541,130,140,90,270,145,01-07-2010 00:00:00,1304,146,Small Market,West,40,1,Espresso,6,6,Decaf Espresso,81,291,Oregon,65,Decaf
425,425,70,120,80,190,90,01-07-2010 00:00:00,1148,135,Small Market,West,29,1,Herbal Tea,8,8,Chamomile,75,225,Washington,60,Decaf
509,509,30,50,50,80,40,01-07-2010 00:00:00,843,59,Small Market,West,11,1,Herbal Tea,9,9,Lemon,37,99,Washington,22,Decaf
509,509,20,50,30,70,39,01-07-2010 00:00:00,380,65,Small Market,West,12,1,Tea,11,11,Darjeeling,29,104,Washington,36,Regular
509,509,20,40,30,60,36,01-07-2010 00:00:00,462,54,Small Market,West,11,1,Tea,12,12,Earl Grey,20,90,Washington,34,Regular
253,253,30,40,0,70,47,01-07-2010 00:00:00,622,66,Small Market,West,42,1,Tea,13,13,Green Tea,-5,113,Washington,71,Regular
425,425,100,160,120,260,86,01-07-2010 00:00:00,463,125,Small Market,West,27,1,Coffee,2,2,Columbian,75,211,Washington,50,Regular
360,360,150,220,100,370,124,01-07-2010 00:00:00,717,173,Small Market,West,112,1,Coffee,3,3,Decaf Irish Cream,31,297,Washington,142,Decaf
206,206,40,70,50,110,50,01-07-2010 00:00:00,587,65,Small Market,West,16,1,Espresso,4,4,Caffe Latte,36,115,Washington,29,Regular
206,206,50,70,20,120,59,01-07-2010 00:00:00,403,74,Small Market,West,22,1,Espresso,5,5,Caffe Mocha,18,133,Washington,56,Regular
253,253,80,100,70,180,86,01-07-2010 00:00:00,1081,103,Small Market,West,26,1,Espresso,6,6,Decaf Espresso,56,189,Washington,47,Decaf
303,303,120,130,80,250,145,01-08-2010 00:00:00,1292,146,Major Market,Central,40,1,Herbal Tea,8,8,Chamomile,82,291,Colorado,64,Decaf
970,970,30,40,0,70,37,01-08-2010 00:00:00,513,52,Major Market,Central,33,1,Herbal Tea,9,9,Lemon,-10,89,Colorado,62,Decaf
303,303,30,60,30,90,46,01-08-2010 00:00:00,415,62,Major Market,Central,15,1,Herbal Tea,10,10,Mint,20,108,Colorado,42,Decaf
720,720,40,50,10,90,49,01-08-2010 00:00:00,414,60,Major Market,Central,18,1,Tea,11,11,Darjeeling,9,109,Colorado,51,Regular
970,970,30,50,20,80,41,01-08-2010 00:00:00,1046,50,Major Market,Central,12,1,Tea,12,12,Earl Grey,16,91,Colorado,34,Regular
719,719,50,80,50,130,68,01-08-2010 00:00:00,587,87,Major Market,Central,22,1,Tea,13,13,Green Tea,53,155,Colorado,34,Regular
720,720,110,170,130,280,100,01-08-2010 00:00:00,598,145,Major Market,Central,28,1,Espresso,5,5,Caffe Mocha,105,245,Colorado,40,Regular
719,719,60,90,50,150,52,01-08-2010 00:00:00,662,79,Major Market,Central,17,1,Espresso,6,6,Decaf Espresso,30,131,Colorado,49,Decaf
719,719,130,200,160,330,132,01-08-2010 00:00:00,994,191,Major Market,Central,36,1,Coffee,3,3,Decaf Irish Cream,144,323,Colorado,47,Decaf
720,720,130,180,140,310,123,01-08-2010 00:00:00,941,178,Major Market,Central,34,1,Coffee,1,1,Amaretto,133,301,Colorado,45,Regular
719,719,50,70,50,120,52,01-08-2010 00:00:00,554,68,Major Market,Central,17,1,Coffee,2,2,Columbian,39,120,Colorado,29,Regular
630,630,100,160,140,260,123,01-08-2010 00:00:00,941,178,Major Market,Central,34,1,Herbal Tea,8,8,Chamomile,132,301,Illinois,46,Decaf
847,847,40,60,40,100,52,01-08-2010 00:00:00,554,68,Major Market,Central,17,1,Herbal Tea,9,9,Lemon,39,120,Illinois,29,Decaf
309,309,110,170,140,280,132,01-08-2010 00:00:00,994,191,Major Market,Central,36,1,Herbal Tea,10,10,Mint,143,323,Illinois,48,Decaf
217,217,80,130,100,210,100,01-08-2010 00:00:00,598,145,Major Market,Central,28,1,Tea,11,11,Darjeeling,105,245,Illinois,40,Regular
618,618,40,70,30,110,52,01-08-2010 00:00:00,662,79,Major Market,Central,17,1,Tea,12,12,Earl Grey,30,131,Illinois,49,Regular
630,630,340,470,340,810,295,01-08-2010 00:00:00,1714,392,Major Market,Central,97,1,Espresso,5,5,Caffe Mocha,262,687,Illinois,130,Regular
847,847,300,320,220,620,266,01-08-2010 00:00:00,1797,266,Major Market,Central,74,1,Espresso,6,6,Decaf Espresso,167,532,Illinois,99,Decaf
630,630,160,230,170,390,154,01-08-2010 00:00:00,817,222,Major Market,Central,49,1,Coffee,3,3,Decaf Irish Cream,150,376,Illinois,72,Decaf
847,847,200,290,190,490,196,01-08-2010 00:00:00,1167,271,Major Market,Central,64,1,Coffee,2,2,Columbian,163,467,Illinois,108,Regular
712,712,250,350,250,600,295,01-08-2010 00:00:00,1714,392,Small Market,Central,97,1,Herbal Tea,8,8,Chamomile,262,687,Iowa,130,Decaf
712,712,130,200,150,330,154,01-08-2010 00:00:00,817,222,Small Market,Central,49,1,Herbal Tea,9,9,Lemon,151,376,Iowa,71,Decaf
515,515,220,240,150,460,266,01-08-2010 00:00:00,1797,266,Small Market,Central,74,1,Tea,11,11,Darjeeling,167,532,Iowa,99,Regular
515,515,240,310,180,550,284,01-08-2010 00:00:00,1809,348,Small Market,Central,107,1,Tea,12,12,Earl Grey,207,632,Iowa,141,Regular
712,712,20,40,30,60,23,01-08-2010 00:00:00,806,35,Small Market,Central,6,1,Espresso,5,5,Caffe Mocha,18,58,Iowa,17,Regular
515,515,0,50,40,50,0,01-08-2010 00:00:00,516,43,Small Market,Central,0,1,Espresso,6,6,Decaf Espresso,31,43,Iowa,12,Decaf
563,563,40,50,20,90,41,01-08-2010 00:00:00,1007,49,Small Market,Central,12,1,Coffee,2,2,Columbian,15,90,Iowa,34,Regular
641,641,10,20,10,30,14,01-08-2010 00:00:00,602,18,Small Market,Central,4,1,Coffee,3,3,Decaf Irish Cream,1,32,Iowa,17,Decaf
641,641,20,40,30,60,25,01-08-2010 00:00:00,851,38,Small Market,Central,7,1,Coffee,1,1,Amaretto,19,63,Iowa,19,Regular
314,314,50,80,20,130,63,01-08-2010 00:00:00,332,88,Small Market,Central,57,1,Herbal Tea,8,8,Chamomile,2,151,Missouri,86,Decaf
573,573,100,20,-20,120,120,01-08-2010 00:00:00,1439,19,Small Market,Central,37,1,Herbal Tea,9,9,Lemon,-41,139,Missouri,60,Decaf
816,816,30,60,30,90,45,01-08-2010 00:00:00,253,60,Small Market,Central,14,1,Tea,11,11,Darjeeling,19,105,Missouri,41,Regular
660,660,20,30,-10,50,29,01-08-2010 00:00:00,215,36,Small Market,Central,11,1,Tea,12,12,Earl Grey,-9,65,Missouri,45,Regular
417,417,30,40,0,70,38,01-08-2010 00:00:00,248,48,Small Market,Central,14,1,Tea,13,13,Green Tea,1,86,Missouri,47,Regular
314,314,30,60,40,90,34,01-08-2010 00:00:00,890,49,Small Market,Central,9,1,Espresso,5,5,Caffe Mocha,29,83,Missouri,20,Regular
417,417,30,60,50,90,32,01-08-2010 00:00:00,841,48,Small Market,Central,8,1,Espresso,6,6,Decaf Espresso,28,80,Missouri,20,Decaf
417,417,70,90,40,160,72,01-08-2010 00:00:00,606,88,Small Market,Central,27,1,Coffee,2,2,Columbian,27,160,Missouri,61,Regular
816,816,50,60,30,110,50,01-08-2010 00:00:00,1064,60,Small Market,Central,15,1,Coffee,3,3,Decaf Irish Cream,24,110,Missouri,36,Decaf
567,567,10,20,20,30,16,01-08-2010 00:00:00,484,25,Major Market,Central,4,1,Herbal Tea,8,8,Chamomile,9,41,Ohio,16,Decaf
330,330,10,30,30,40,22,01-08-2010 00:00:00,865,33,Major Market,Central,6,1,Herbal Tea,9,9,Lemon,16,55,Ohio,17,Decaf
234,234,90,160,100,250,114,01-08-2010 00:00:00,810,172,Major Market,Central,37,1,Tea,11,11,Darjeeling,103,286,Ohio,69,Regular
330,330,90,150,100,240,116,01-08-2010 00:00:00,678,161,Major Market,Central,35,1,Tea,12,12,Earl Grey,103,277,Ohio,58,Regular
513,513,160,180,120,340,145,01-08-2010 00:00:00,1292,146,Major Market,Central,40,1,Espresso,5,5,Caffe Mocha,81,291,Ohio,65,Regular
937,937,50,70,20,120,49,01-08-2010 00:00:00,414,60,Major Market,Central,18,1,Espresso,6,6,Decaf Espresso,8,109,Ohio,52,Decaf
234,234,40,70,40,110,46,01-08-2010 00:00:00,415,62,Major Market,Central,15,1,Coffee,1,1,Amaretto,19,108,Ohio,43,Regular
234,234,30,50,30,80,34,01-08-2010 00:00:00,428,51,Major Market,Central,10,1,Coffee,2,2,Columbian,19,85,Ohio,32,Regular
614,614,30,60,10,90,37,01-08-2010 00:00:00,513,52,Major Market,Central,33,1,Coffee,3,3,Decaf Irish Cream,-11,89,Ohio,63,Decaf
715,715,40,70,50,110,47,01-08-2010 00:00:00,366,79,Small Market,Central,14,1,Herbal Tea,8,8,Chamomile,41,126,Wisconsin,38,Decaf
262,262,50,80,70,130,63,01-08-2010 00:00:00,864,91,Small Market,Central,17,1,Herbal Tea,9,9,Lemon,63,154,Wisconsin,28,Decaf
920,920,30,40,10,70,36,01-08-2010 00:00:00,458,54,Small Market,Central,11,1,Tea,11,11,Darjeeling,20,90,Wisconsin,34,Regular
715,715,30,60,10,90,44,01-08-2010 00:00:00,617,61,Small Market,Central,39,1,Tea,12,12,Earl Grey,-7,105,Wisconsin,68,Regular
920,920,110,150,100,260,103,01-08-2010 00:00:00,1073,123,Small Market,Central,31,1,Espresso,5,5,Caffe Mocha,70,226,Wisconsin,53,Regular
262,262,30,50,30,80,30,01-08-2010 00:00:00,581,39,Small Market,Central,9,1,Espresso,6,6,Decaf Espresso,18,69,Wisconsin,21,Decaf
715,715,60,80,30,140,63,01-08-2010 00:00:00,397,77,Small Market,Central,23,1,Coffee,1,1,Amaretto,21,140,Wisconsin,56,Regular
608,608,140,190,60,330,133,01-08-2010 00:00:00,705,184,Small Market,Central,120,1,Coffee,2,2,Columbian,35,317,Wisconsin,149,Regular
414,414,100,140,90,240,99,01-08-2010 00:00:00,565,132,Small Market,Central,32,1,Coffee,3,3,Decaf Irish Cream,73,231,Wisconsin,59,Decaf
203,203,30,50,40,80,34,01-08-2010 00:00:00,890,49,Small Market,East,9,1,Tea,11,11,Darjeeling,28,83,Connecticut,21,Regular
959,959,20,30,20,50,19,01-08-2010 00:00:00,811,28,Small Market,East,5,1,Tea,13,13,Green Tea,12,47,Connecticut,16,Regular
860,860,50,70,30,120,72,01-08-2010 00:00:00,606,88,Small Market,East,27,1,Herbal Tea,9,9,Lemon,28,160,Connecticut,60,Decaf
959,959,30,50,30,80,50,01-08-2010 00:00:00,1064,60,Small Market,East,15,1,Herbal Tea,10,10,Mint,24,110,Connecticut,36,Decaf
860,860,40,60,10,100,44,01-08-2010 00:00:00,617,61,Small Market,East,39,1,Espresso,5,5,Caffe Mocha,-8,105,Connecticut,69,Regular
203,203,40,50,20,90,42,01-08-2010 00:00:00,384,56,Small Market,East,13,1,Espresso,6,6,Decaf Espresso,16,98,Connecticut,40,Decaf
475,475,80,130,90,210,90,01-08-2010 00:00:00,1139,135,Small Market,East,29,1,Coffee,2,2,Columbian,75,225,Connecticut,60,Regular
941,941,40,80,60,120,46,01-08-2010 00:00:00,880,68,Major Market,East,12,1,Tea,11,11,Darjeeling,44,114,Florida,24,Regular
904,904,60,100,80,160,63,01-08-2010 00:00:00,864,91,Major Market,East,17,1,Tea,13,13,Green Tea,63,154,Florida,28,Regular
813,813,20,30,20,50,30,01-08-2010 00:00:00,581,39,Major Market,East,9,1,Herbal Tea,8,8,Chamomile,18,69,Florida,21,Decaf
305,305,40,60,30,100,63,01-08-2010 00:00:00,397,77,Major Market,East,23,1,Herbal Tea,9,9,Lemon,20,140,Florida,57,Decaf
305,305,70,100,70,170,103,01-08-2010 00:00:00,1073,123,Major Market,East,31,1,Herbal Tea,10,10,Mint,70,226,Florida,53,Decaf
941,941,120,190,60,310,133,01-08-2010 00:00:00,705,184,Major Market,East,120,1,Espresso,5,5,Caffe Mocha,35,317,Florida,149,Regular
850,850,90,130,80,220,99,01-08-2010 00:00:00,565,132,Major Market,East,32,1,Espresso,6,6,Decaf Espresso,73,231,Florida,59,Decaf
850,850,100,170,120,270,114,01-08-2010 00:00:00,810,172,Major Market,East,37,1,Coffee,2,2,Columbian,104,286,Florida,68,Regular
321,321,110,150,100,260,116,01-08-2010 00:00:00,678,161,Major Market,East,35,1,Coffee,3,3,Decaf Irish Cream,102,277,Florida,59,Decaf
508,508,20,30,20,50,22,01-08-2010 00:00:00,865,33,Major Market,East,6,1,Tea,11,11,Darjeeling,16,55,Massachusetts,17,Regular
508,508,10,30,20,40,16,01-08-2010 00:00:00,484,25,Major Market,East,4,1,Tea,13,13,Green Tea,9,41,Massachusetts,16,Regular
339,339,30,50,20,80,49,01-08-2010 00:00:00,414,60,Major Market,East,18,1,Herbal Tea,9,9,Lemon,9,109,Massachusetts,51,Decaf
339,339,30,70,20,100,37,01-08-2010 00:00:00,540,68,Major Market,East,33,1,Espresso,5,5,Caffe Mocha,6,105,Massachusetts,62,Regular
413,413,130,150,100,280,145,01-08-2010 00:00:00,1292,146,Major Market,East,40,1,Espresso,7,7,Regular Espresso,82,291,Massachusetts,64,Regular
508,508,40,590,560,630,52,01-08-2010 00:00:00,-2033,612,Major Market,East,17,1,Coffee,2,2,Columbian,563,664,Massachusetts,49,Regular
603,603,20,40,30,60,25,01-08-2010 00:00:00,851,38,Small Market,East,7,1,Tea,11,11,Darjeeling,20,63,New Hampshire,18,Regular
603,603,0,40,30,40,0,01-08-2010 00:00:00,516,43,Small Market,East,0,1,Tea,13,13,Green Tea,31,43,New Hampshire,12,Regular
603,603,20,40,10,60,38,01-08-2010 00:00:00,248,48,Small Market,East,14,1,Herbal Tea,9,9,Lemon,1,86,New Hampshire,47,Decaf
603,603,60,80,10,140,63,01-08-2010 00:00:00,332,88,Small Market,East,57,1,Espresso,5,5,Caffe Mocha,1,151,New Hampshire,87,Regular
603,603,20,40,0,60,29,01-08-2010 00:00:00,215,36,Small Market,East,11,1,Espresso,7,7,Regular Espresso,-9,65,New Hampshire,45,Regular
603,603,50,90,70,140,61,01-08-2010 00:00:00,322,90,Small Market,East,19,1,Coffee,1,1,Amaretto,48,151,New Hampshire,42,Regular
603,603,60,90,60,150,64,01-08-2010 00:00:00,460,96,Small Market,East,21,1,Coffee,2,2,Columbian,44,160,New Hampshire,52,Regular
631,631,130,210,170,340,132,01-08-2010 00:00:00,994,191,Major Market,East,36,1,Tea,11,11,Darjeeling,144,323,New York,47,Regular
914,914,130,190,150,320,123,01-08-2010 00:00:00,941,178,Major Market,East,34,1,Tea,12,12,Earl Grey,133,301,New York,45,Regular
646,646,100,160,130,260,100,01-08-2010 00:00:00,598,145,Major Market,East,28,1,Tea,13,13,Green Tea,105,245,New York,40,Regular
646,646,210,290,180,500,284,01-08-2010 00:00:00,1565,369,Major Market,East,107,1,Herbal Tea,9,9,Lemon,229,653,New York,140,Decaf
718,718,230,-140,-230,90,311,01-08-2010 00:00:00,3422,-187,Major Market,East,96,1,Herbal Tea,10,10,Mint,-304,124,New York,117,Decaf
646,646,250,280,190,530,266,01-08-2010 00:00:00,1319,277,Major Market,East,74,1,Espresso,7,7,Regular Espresso,179,543,New York,98,Regular
518,518,160,-90,-260,70,173,01-08-2010 00:00:00,2615,-95,Major Market,East,156,1,Espresso,5,5,Caffe Mocha,-284,78,New York,189,Regular
845,845,340,520,370,860,364,01-08-2010 00:00:00,2617,546,Major Market,East,127,1,Coffee,2,2,Columbian,368,910,New York,178,Regular
504,504,70,120,100,190,63,01-08-2010 00:00:00,864,91,Small Market,South,17,1,Coffee,3,3,Decaf Irish Cream,63,154,Louisiana,28,Decaf
504,504,60,80,60,140,48,01-08-2010 00:00:00,839,70,Small Market,South,13,1,Coffee,2,2,Columbian,46,118,Louisiana,24,Regular
504,504,70,100,70,170,77,01-08-2010 00:00:00,581,99,Small Market,South,25,1,Herbal Tea,8,8,Chamomile,61,176,Louisiana,38,Decaf
985,985,60,90,40,150,72,01-08-2010 00:00:00,606,88,Small Market,South,27,1,Herbal Tea,9,9,Lemon,28,160,Louisiana,60,Decaf
