ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
362,20121111,20121123,20121118,15717,2,6,9,SO50489,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41224,41236,41231
352,20121111,20121123,20121118,15226,1,6,9,SO50490,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41224,41236,41231
356,20121111,20121123,20121118,15644,1,6,9,SO50491,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41224,41236,41231
370,20121111,20121123,20121118,24362,1,6,9,SO50492,1,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838,,,41224,41236,41231
358,20121110,20121122,20121117,27288,1,100,4,SO50472,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41223,41235,41230
381,20121110,20121122,20121117,17827,1,100,7,SO50473,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41223,41235,41230
362,20121110,20121122,20121117,27269,2,100,1,SO50474,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41223,41235,41230
381,20121110,20121122,20121117,19911,1,98,10,SO50475,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41223,41235,41230
341,20121110,20121122,20121117,20980,1,100,8,SO50476,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41223,41235,41230
356,20121110,20121122,20121117,13252,1,98,10,SO50477,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41223,41235,41230
339,20121110,20121122,20121117,15893,1,100,1,SO50478,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41223,41235,41230
385,20121110,20121122,20121117,14449,1,100,1,SO50479,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41223,41235,41230
383,20121110,20121122,20121117,25138,1,6,9,SO50480,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41223,41235,41230
354,20121110,20121122,20121117,15262,1,6,9,SO50481,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41223,41235,41230
325,20121110,20121122,20121117,27354,1,6,9,SO50482,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41223,41235,41230
352,20121110,20121122,20121117,15578,1,6,9,SO50483,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41223,41235,41230
370,20121109,20121121,20121116,18166,1,98,10,SO50463,1,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838,,,41222,41234,41229
381,20121109,20121121,20121116,19499,1,98,10,SO50464,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41222,41234,41229
381,20121109,20121121,20121116,19294,1,100,8,SO50465,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41222,41234,41229
331,20121109,20121121,20121116,21105,1,98,10,SO50466,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41222,41234,41229
356,20121109,20121121,20121116,15221,1,6,9,SO50467,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41222,41234,41229
333,20121109,20121121,20121116,27346,1,6,9,SO50468,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41222,41234,41229
321,20121109,20121121,20121116,27348,1,6,9,SO50469,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41222,41234,41229
339,20121109,20121121,20121116,27370,1,6,9,SO50470,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41222,41234,41229
352,20121109,20121121,20121116,12807,1,100,8,SO50471,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41222,41234,41229
368,20121108,20121120,20121115,16416,1,100,7,SO50450,1,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838,,,41221,41233,41228
360,20121108,20121120,20121115,27272,1,100,1,SO50451,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41221,41233,41228
360,20121108,20121120,20121115,27280,1,100,4,SO50452,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41221,41233,41228
381,20121108,20121120,20121115,17779,1,100,7,SO50453,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41221,41233,41228
389,20121108,20121120,20121115,19493,1,98,10,SO50454,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41221,41233,41228
337,20121108,20121120,20121115,19480,1,100,7,SO50455,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41221,41233,41228
360,20121108,20121120,20121115,15723,1,6,9,SO50456,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41221,41233,41228
358,20121108,20121120,20121115,15227,1,6,9,SO50457,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41221,41233,41228
354,20121108,20121120,20121115,15438,1,6,9,SO50458,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41221,41233,41228
369,20121108,20121120,20121115,24458,2,6,9,SO50459,1,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838,,,41221,41233,41228
331,20121108,20121120,20121115,27352,1,6,9,SO50460,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41221,41233,41228
341,20121108,20121120,20121115,27355,1,6,9,SO50461,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41221,41233,41228
371,20121108,20121120,20121115,24364,1,6,9,SO50462,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,41221,41233,41228
371,20121107,20121119,20121114,17929,1,100,8,SO50438,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,41220,41232,41227
360,20121107,20121119,20121114,21618,1,19,6,SO50439,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41220,41232,41227
381,20121107,20121119,20121114,19502,1,98,10,SO50440,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41220,41232,41227
323,20121107,20121119,20121114,21104,1,98,10,SO50441,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41220,41232,41227
352,20121107,20121119,20121114,11402,1,100,7,SO50442,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41220,41232,41227
362,20121107,20121119,20121114,11416,2,100,7,SO50443,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41220,41232,41227
389,20121107,20121119,20121114,14438,1,100,1,SO50444,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41220,41232,41227
387,20121107,20121119,20121114,26615,1,19,6,SO50445,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41220,41232,41227
387,20121107,20121119,20121114,25127,1,6,9,SO50446,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41220,41232,41227
362,20121107,20121119,20121114,15726,2,6,9,SO50447,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41220,41232,41227
358,20121107,20121119,20121114,15219,1,6,9,SO50448,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41220,41232,41227
352,20121107,20121119,20121114,15435,1,6,9,SO50449,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41220,41232,41227
377,20121106,20121118,20121113,17940,1,100,8,SO50432,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,41219,41231,41226
327,20121106,20121118,20121113,21008,1,100,8,SO50433,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41219,41231,41226
375,20121106,20121118,20121113,13912,1,100,4,SO50434,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,41219,41231,41226
356,20121106,20121118,20121113,12873,1,98,10,SO50435,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41219,41231,41226
385,20121106,20121118,20121113,25133,1,6,9,SO50436,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41219,41231,41226
358,20121106,20121118,20121113,15647,1,6,9,SO50437,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41219,41231,41226
377,20121105,20121117,20121112,16433,1,100,7,SO50424,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,41218,41230,41225
360,20121105,20121117,20121112,27421,1,100,2,SO50425,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41218,41230,41225
354,20121105,20121117,20121112,21642,1,19,6,SO50426,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41218,41230,41225
335,20121105,20121117,20121112,15944,1,100,1,SO50427,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41218,41230,41225
381,20121105,20121117,20121112,14421,1,100,1,SO50428,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41218,41230,41225
387,20121105,20121117,20121112,14433,1,100,4,SO50429,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41218,41230,41225
387,20121105,20121117,20121112,25126,1,6,9,SO50430,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41218,41230,41225
370,20121105,20121117,20121112,24371,1,6,9,SO50431,1,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838,,,41218,41230,41225
371,20121104,20121116,20121111,18177,1,98,10,SO50409,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,41217,41229,41224
377,20121104,20121116,20121111,18135,1,98,10,SO50410,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,41217,41229,41224
379,20121104,20121116,20121111,18141,1,98,10,SO50411,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,41217,41229,41224
358,20121104,20121116,20121111,27268,1,100,4,SO50412,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41217,41229,41224
354,20121104,20121116,20121111,27273,1,100,4,SO50413,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41217,41229,41224
387,20121104,20121116,20121111,19285,1,100,8,SO50414,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41217,41229,41224
323,20121104,20121116,20121111,20970,1,100,8,SO50415,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41217,41229,41224
362,20121104,20121116,20121111,11406,2,100,7,SO50416,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41217,41229,41224
358,20121104,20121116,20121111,11417,1,100,7,SO50417,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41217,41229,41224
331,20121104,20121116,20121111,15897,1,100,4,SO50418,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41217,41229,41224
387,20121104,20121116,20121111,14453,1,100,1,SO50419,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41217,41229,41224
387,20121104,20121116,20121111,25215,1,6,9,SO50420,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41217,41229,41224
358,20121104,20121116,20121111,15724,1,6,9,SO50421,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41217,41229,41224
352,20121104,20121116,20121111,15223,1,6,9,SO50422,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41217,41229,41224
370,20121104,20121116,20121111,24360,1,6,9,SO50423,1,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838,,,41217,41229,41224
368,20121103,20121115,20121110,18173,1,98,10,SO50400,1,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838,,,41216,41228,41223
371,20121103,20121115,20121110,18127,1,98,10,SO50401,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,41216,41228,41223
362,20121103,20121115,20121110,21622,2,19,6,SO50402,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41216,41228,41223
321,20121103,20121115,20121110,20914,1,100,8,SO50403,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41216,41228,41223
358,20121103,20121115,20121110,11382,1,100,7,SO50404,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41216,41228,41223
387,20121103,20121115,20121110,14451,1,100,4,SO50405,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41216,41228,41223
360,20121103,20121115,20121110,15229,1,6,9,SO50406,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41216,41228,41223
371,20121103,20121115,20121110,24302,1,6,9,SO50407,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,41216,41228,41223
373,20121103,20121115,20121110,24368,1,6,9,SO50408,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,41216,41228,41223
356,20121102,20121114,20121109,27258,1,100,4,SO50385,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41215,41227,41222
373,20121102,20121114,20121109,17942,1,100,8,SO50386,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,41215,41227,41222
354,20121102,20121114,20121109,27407,1,100,1,SO50387,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41215,41227,41222
352,20121102,20121114,20121109,27266,1,100,4,SO50388,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41215,41227,41222
362,20121102,20121114,20121109,12813,2,100,8,SO50389,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41215,41227,41222
352,20121102,20121114,20121109,13253,1,98,10,SO50390,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41215,41227,41222
337,20121102,20121114,20121109,15901,1,100,1,SO50391,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41215,41227,41222
329,20121102,20121114,20121109,15902,1,100,1,SO50392,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41215,41227,41222
335,20121102,20121114,20121109,15918,1,100,1,SO50393,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41215,41227,41222
333,20121102,20121114,20121109,27557,1,19,6,SO50394,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41215,41227,41222
383,20121102,20121114,20121109,14439,1,100,1,SO50395,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41215,41227,41222
362,20121102,20121114,20121109,15439,2,6,9,SO50396,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41215,41227,41222
360,20121102,20121114,20121109,15588,1,6,9,SO50397,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41215,41227,41222
360,20121102,20121114,20121109,15645,1,6,9,SO50398,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41215,41227,41222
379,20121102,20121114,20121109,24457,1,6,9,SO50399,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,41215,41227,41222
373,20121101,20121113,20121108,16431,1,100,7,SO50371,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,41214,41226,41221
358,20121101,20121113,20121108,27440,1,100,1,SO50372,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41214,41226,41221
358,20121101,20121113,20121108,27260,1,100,4,SO50373,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41214,41226,41221
383,20121101,20121113,20121108,17787,1,100,7,SO50374,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41214,41226,41221
381,20121101,20121113,20121108,17830,1,100,7,SO50375,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41214,41226,41221
385,20121101,20121113,20121108,17831,1,100,7,SO50376,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41214,41226,41221
333,20121101,20121113,20121108,20913,1,100,8,SO50377,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41214,41226,41221
321,20121101,20121113,20121108,19473,1,100,7,SO50378,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41214,41226,41221
358,20121101,20121113,20121108,13251,1,98,10,SO50379,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41214,41226,41221
356,20121101,20121113,20121108,11420,1,100,7,SO50380,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41214,41226,41221
356,20121101,20121113,20121108,15436,1,6,9,SO50381,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41214,41226,41221
360,20121101,20121113,20121108,15591,1,6,9,SO50382,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41214,41226,41221
327,20121101,20121113,20121108,27353,1,6,9,SO50383,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41214,41226,41221
341,20121101,20121113,20121108,27371,1,6,9,SO50384,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41214,41226,41221
362,20121031,20121112,20121107,27292,2,100,1,SO50362,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41213,41225,41220
358,20121031,20121112,20121107,27263,1,100,4,SO50363,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41213,41225,41220
325,20121031,20121112,20121107,21106,1,98,10,SO50364,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41213,41225,41220
370,20121031,20121112,20121107,13925,1,100,4,SO50365,1,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838,,,41213,41225,41220
369,20121031,20121112,20121107,26294,2,19,6,SO50366,1,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838,,,41213,41225,41220
381,20121031,20121112,20121107,26572,1,19,6,SO50367,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41213,41225,41220
362,20121031,20121112,20121107,15265,2,6,9,SO50368,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41213,41225,41220
352,20121031,20121112,20121107,15642,1,6,9,SO50369,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41213,41225,41220
377,20121031,20121112,20121107,17941,1,100,8,SO50370,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,41213,41225,41220
356,20121030,20121111,20121106,27405,1,100,4,SO50347,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41212,41224,41219
381,20121030,20121111,20121106,19311,1,100,8,SO50348,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41212,41224,41219
381,20121030,20121111,20121106,19314,1,100,8,SO50349,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41212,41224,41219
343,20121030,20121111,20121106,21103,1,98,10,SO50350,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41212,41224,41219
337,20121030,20121111,20121106,15885,1,100,1,SO50351,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41212,41224,41219
335,20121030,20121111,20121106,15948,1,100,4,SO50352,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41212,41224,41219
385,20121030,20121111,20121106,14440,1,100,4,SO50353,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41212,41224,41219
381,20121030,20121111,20121106,14456,1,100,1,SO50354,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41212,41224,41219
352,20121030,20121111,20121106,15268,1,6,9,SO50355,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41212,41224,41219
354,20121030,20121111,20121106,15600,1,6,9,SO50356,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41212,41224,41219
352,20121030,20121111,20121106,15643,1,6,9,SO50357,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41212,41224,41219
333,20121030,20121111,20121106,27339,1,6,9,SO50358,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41212,41224,41219
370,20121030,20121111,20121106,24274,1,6,9,SO50359,1,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838,,,41212,41224,41219
368,20121030,20121111,20121106,24301,1,6,9,SO50360,1,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838,,,41212,41224,41219
387,20121030,20121111,20121106,19510,1,98,10,SO50361,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,41212,41224,41219
362,20121029,20121110,20121105,27449,2,100,4,SO50336,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41211,41223,41218
358,20121029,20121110,20121105,21652,1,19,6,SO50337,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41211,41223,41218
377,20121029,20121110,20121105,17946,1,100,8,SO50338,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,41211,41223,41218
379,20121029,20121110,20121105,18026,1,98,10,SO50339,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,41211,41223,41218
379,20121029,20121110,20121105,16424,1,100,7,SO50340,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,41211,41223,41218
356,20121029,20121110,20121105,27289,1,100,4,SO50341,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41211,41223,41218
360,20121029,20121110,20121105,27425,1,100,4,SO50342,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,41211,41223,41218
377,20121029,20121110,20121105,26310,1,19,6,SO50343,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,41211,41223,41218
337,20121029,20121110,20121105,15937,1,100,1,SO50344,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41211,41223,41218
354,20121029,20121110,20121105,15225,1,6,9,SO50345,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41211,41223,41218
354,20121029,20121110,20121105,15575,1,6,9,SO50346,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41211,41223,41218
356,20121028,20121109,20121104,27447,1,100,4,SO50323,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41210,41222,41217
377,20121028,20121109,20121104,18158,1,98,10,SO50324,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,41210,41222,41217
356,20121028,20121109,20121104,27291,1,100,1,SO50325,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41210,41222,41217
354,20121028,20121109,20121104,21620,1,19,6,SO50326,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41210,41222,41217
343,20121028,20121109,20121104,21130,1,98,10,SO50327,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41210,41222,41217
356,20121028,20121109,20121104,11401,1,100,7,SO50328,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41210,41222,41217
354,20121028,20121109,20121104,11403,1,100,7,SO50329,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,41210,41222,41217
323,20121028,20121109,20121104,15892,1,100,1,SO50330,1,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,,,41210,41222,41217
